评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Giselle Zayas,So adorable,https://www.amazon.com/gp/customer-reviews/R20QU1CSTQ7S30/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"5.0 "," the United States "," January 17, 2025",,Verified Purchase,The fit is cute.  Material doesn’t feel the best but honestly it looks great.  Great dupe option for the higher end versions.  I sized up for a looser fit.,
Bella B.,Would not recommend,https://www.amazon.com/gp/customer-reviews/R9S2RQEXDLXO6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"1.0 "," the United States "," August 24, 2024",Color: ApricotSize: Small,Verified Purchase,Jacket runs small and poorly made.,
Amazon Customer,Elegante,https://www.amazon.com/gp/customer-reviews/R3J57FU07KL0XM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"5.0 "," the United States "," July 13, 2024",Color: B-whiteSize: Large,Verified Purchase,"Muy lindo corre perfecto tu número, ni grande ni pequeño 👏🏽",
MD,Tweed spring summer cropped jacket,https://www.amazon.com/gp/customer-reviews/R3FJ18LDFLPTP2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"5.0 "," the United States "," April 5, 2024",,Verified Purchase,"No sleeve lining and will be great for spring/summer.  Dress it up or with jeans, work, or date night",
Daila Caballero,Odor,https://www.amazon.com/gp/customer-reviews/RJUA9N23TKQTR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"2.0 "," the United States "," March 18, 2024",,Verified Purchase,"It is a cute blazer however, it smelled of mildew and old wet burlap. Tried airing it out with no luck. Will be returning the garment.",
Salty,Cheap material,https://www.amazon.com/gp/customer-reviews/R2NMST06D92YFB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"1.0 "," the United States "," February 14, 2024",,Verified Purchase,Product looks cheap and poorly made. Very sloppy looking when worn.,2
Amazon Customer,Lightweight blazer,https://www.amazon.com/gp/customer-reviews/R274NDPTCVX35J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"4.0 "," the United States "," February 12, 2024",,Verified Purchase,"I was pleased with the color, but had to order again to size up due to fit. Definitely runs small",
The Honest Reviewer,It is a bit thin,https://www.amazon.com/gp/customer-reviews/R2S65UQH1LRS8Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"4.0 "," the United States "," February 7, 2024",,Verified Purchase,"I liked the overall fit, which it runs pretty small, so oversize when buying. The quality itself though, is a bit thin. So it would be good to wear for warmer months.",
D. C. M.,Cute in the picture only,https://www.amazon.com/gp/customer-reviews/R1OM47H0YQ7CUG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"2.0 "," the United States "," February 1, 2024",,Verified Purchase,"The picture is beautiful, very charming but it is not quite in real life. Cheaply made and runs extremely small, if you buy it I would say to get at least two sizes bigger.  I wear typically a size 4 or small on almost everything I buy. Perhaps if you at 90lbs size small may fit you, otherwise supersize it.",
rnmomj18,Runs small size up,https://www.amazon.com/gp/customer-reviews/R3QRO0XJAZG49J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CJHMCL5V,"5.0 "," the United States "," January 16, 2024",Color: BlueSize: Medium,Verified Purchase,"Very cute with jeans and a white t shirt, Classy look. Size up runs small",
