评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
anam nasir,Good one,https://www.amazon.com/gp/customer-reviews/R1SJLT2IQY2OIY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," December 15, 2024",Size: 42W x 30LColor: Midstone,Verified Purchase,"I used to use Fr for a long time , this one I must say have a good quality as compared to others ..",
mike,Comfortable work pants,https://www.amazon.com/gp/customer-reviews/R28LDJIQZFV86/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," December 14, 2024",Size: 33W x 30LColor: Medium Fade,Verified Purchase,"These pants fit right, aren't baggy, and are comfortable. The material feels and has held up like a very high quality material should. The value for me is being able to work comfortably and trust my FR work pants.",
Jodi C,Great fit and made well,https://www.amazon.com/gp/customer-reviews/RF0THC2VEACRK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," October 1, 2024",Size: 33W x 34LColor: Medium Fade,Verified Purchase,I purchased these for my husband for work. They hold up well and have held their color and fit through several washings so far.,
Bronchosgirl,Wear out quickly,https://www.amazon.com/gp/customer-reviews/R2RT6VKWPA0IDS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," September 1, 2024",Size: 35W x 30LColor: Medium Fade,Verified Purchase,Hubby likes these because they go on sale but they never last beyond a year. Always get holes in them & we have to order more but perhaps that’s just his field & not the jeans.,
Anam,Nice pant,https://www.amazon.com/gp/customer-reviews/RKI0PQCBCBR2T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," August 25, 2024",Size: 42W x 30LColor: Medium Fade,Verified Purchase,"""I didn’t use it yet, but I tried on another brand’s pants. This pant material feels really good, and the fit is perfect.""",
Tracy Harris,Jeans are good quality but….,https://www.amazon.com/gp/customer-reviews/R1H7BK494L7VTC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," August 25, 2024",Size: 38W x 32LColor: Medium Fade,Verified Purchase,"I’ve ordered these before, so I knew the jeans would be great, at least the ones I ordered. I ordered 3 pair of the jeans advertised.. I received 2 pair I ordered, and a random pair that was not what I ordered. My husband decided to keep them since it took 21 days to get them!",
Chris,FR jeans,https://www.amazon.com/gp/customer-reviews/R3SMVQKIWD0N87/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," August 21, 2024",Size: 35W x 30LColor: Medium Fade,Verified Purchase,Ordered a few from another Site.  These were a lot more reasonable,
Melissa Afsharpour,Durable,https://www.amazon.com/gp/customer-reviews/R2ET1OIA784TTH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," August 19, 2024",Size: 42W x 32LColor: Medium Fade,Verified Purchase,"Durable, washes well. The first pair fit well, but the second pair that I  ordered a couple months later, had a larger waist and longer length. Almost as if they had the wrong size label.",
erik o valiente,b,https://www.amazon.com/gp/customer-reviews/R32ZPQ4HKP82X3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," August 2, 2024",Size: 36W x 30LColor: Medium Fade,Verified Purchase,good,
Charlie Racine,"Ordered Wrangler, received Carhart",https://www.amazon.com/gp/customer-reviews/RMD2G6NF1N9CX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"4.0 "," the United States "," May 12, 2024",Size: 38W x 34LColor: Medium Fade,Verified Purchase,Ordered 2 pair of Wrangler FR jeans. Received 1 pair of Wrangler and 1 pair of Carhart. Have ordered these multiple times in the past and the Wranglers hold up very well. Hopefully the Carharts will also.,
"Nice sheets, and very comfortable",Comfortable jeans,https://www.amazon.com/gp/customer-reviews/R181WWCUIG3NCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," March 24, 2024",Size: 38W x 34LColor: Medium Fade,Verified Purchase,"Comfortable, permit fit, and very quick shopping",
grizzly,permanently wrinkled,https://www.amazon.com/gp/customer-reviews/R1LLJZG6ZPUR5V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"1.0 "," the United States "," February 14, 2024",Size: 40W x 32LColor: Medium Fade,Verified Purchase,"These jeans were folded or pressed wrong during manufacturing, there are numerous permanent wrinkles, awful product.",
KFS1967,Good deal,https://www.amazon.com/gp/customer-reviews/R1OGTQ7YGSAGON/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," February 1, 2024",Size: 38W x 34LColor: Medium Fade,Verified Purchase,Most FR pants are very expensive and the price was decent on these. They fit according to size guide. Well made.,
Charles Jordan,You buy the right size,https://www.amazon.com/gp/customer-reviews/R2P9XXA0A33GTN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"2.0 "," the United States "," December 27, 2023",,Verified Purchase,It was to big my fault 😔,
Rick,Great fit,https://www.amazon.com/gp/customer-reviews/R3DBHIQE42L33D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," September 3, 2023",Size: 46W x 34LColor: Medium Fade,Verified Purchase,Great thick denim that will last a long time with deep pockets.Great fit.,
Not Happy,BELT LOOPS!,https://www.amazon.com/gp/customer-reviews/R3W1P63B81GO8U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"1.0 "," the United States "," July 9, 2023",Size: 33W x 34LColor: Medium Fade,Verified Purchase,I hate jeans that don't have at least 3 belt loops across the back. These have 1 middle of back 2waist and 2 front. The front 2 are so close together right at the button and makes it difficult to buckle a belt and put it in its own loop before the jeans belt loop. Ridiculous. I don't understand how products can go from manufacturing to the customer without a quality control department checking this type of thing. I bought 2 pair and will never buy anything else from this place. I don't even wear them because of this.,
Crazy X,Okay,https://www.amazon.com/gp/customer-reviews/R37Z6H0PZFK0A7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"3.0 "," the United States "," July 8, 2023",Size: 30W x 32LColor: Medium Fade,Verified Purchase,"I have never been a wranglee lovee but I needed FR for eork snd bought these . Just bought the same size  always do, but by 11 these things would not say up I know its summertime but please give me a brake.",
Corey F,Swear by these,https://www.amazon.com/gp/customer-reviews/R18QZ3ZXXE4CBW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," April 16, 2023",Size: 34W x 36LColor: Medium Fade,Verified Purchase,Used to blow Carhartts out in a matter of weeks these have been abused for months day after day I'd suggest these,
Joseph and Kaci T.,Fits true to size !!,https://www.amazon.com/gp/customer-reviews/R24EWB5WMB5MZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," February 15, 2023",Size: 32W x 32LColor: Midstone,Verified Purchase,"Comfortable, and seem to be pretty durable. Best bang for your buck FR jeans in my opinion.",
Lacey Knighten,Good quality for the price,https://www.amazon.com/gp/customer-reviews/R1CP0VAJVUF4XD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3JNTQQN,"5.0 "," the United States "," December 14, 2022",Size: 44W x 36LColor: Medium Fade,Verified Purchase,This Jean has a true relaxed fit. Was exactly what I needed.,
