评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Pinky30,Tooooo small,https://www.amazon.com/gp/customer-reviews/REG9HXIA0SYH5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"1.0 "," the United States "," January 18, 2025",Size: SmallColor: Blue White,Verified Purchase,Tinyyyy  and tight,
Shauny,Perfect,https://www.amazon.com/gp/customer-reviews/R32VF4G959DRWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," January 11, 2025",Size: SmallColor: Black White,Verified Purchase,I used it for a Halloween costume. Fit perfectly. I have high waisted pants on for reference.,
Jasmine Rhoufiry,So cute,https://www.amazon.com/gp/customer-reviews/R3O7KM9BEZ7ZNV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," January 4, 2025",Size: SmallColor: Pink White,Verified Purchase,"I literally wear this so often. It's soft, fits perfectly and stays up!! It's super flattering and I just thought the stripes were so cute.",
Maddie,I like the shirt a lot.,https://www.amazon.com/gp/customer-reviews/RXGTW3M9V96E7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," December 30, 2024",Size: LargeColor: Purple White,Verified Purchase,"I like the shirt a lot. It's very cute but this shirt is definitely not an everyday shirt. I feel like the pattern is cute, it just does not go with everything.  This shirt was bought for a teenager, and it was definitely appropriate. It looks great on her and it will look great on you too.",
Amazon Customer,Cute and comfortable,https://www.amazon.com/gp/customer-reviews/RTQDYOS7HC0Y2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," November 5, 2024",Size: MediumColor: Black White,Verified Purchase,Looks great- fun layering piece,
Barbara Reynolds,Loved it,https://www.amazon.com/gp/customer-reviews/R343MV4Y5NAZ7X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," October 13, 2024",Size: LargeColor: Pink White,Verified Purchase,Fits a little snug but was perfect to deliver a baby in and continue for skin to skin,
Kaiyla,7/10,https://www.amazon.com/gp/customer-reviews/RFEIUP7G54CRB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"4.0 "," the United States "," October 2, 2024",Size: SmallColor: Blue White,Verified Purchase,"Little bigger than expected, quality is okay.",
DeeLee,Better than expected!!,https://www.amazon.com/gp/customer-reviews/RSU67XSXOBIY6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," September 28, 2024",Size: LargeColor: Black White,Verified Purchase,"At first I was annoyed because there was no tag showing front to back but there is a tag at the inner seam so I was able to get the top and front oriented correctly. I put it on an was pleasantly surprised by the fit, look and comfort. I may buy another in a different color. So cute and versatile. Can be worn alone or layered underneath something. I really like it!",2
Dani,SO CUTE,https://www.amazon.com/gp/customer-reviews/R2933FKTLOM8TJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," August 22, 2024",Size: SmallColor: Blue White,Verified Purchase,I love this tube top. It’s not see through and very comfortable. I liked the length and would definitely buy again!,2
meghan h.,Good but a bit see through,https://www.amazon.com/gp/customer-reviews/RNJDIBDF4B5WJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"4.0 "," the United States "," August 17, 2024",Size: SmallColor: Blue White,Verified Purchase,"It’s really soft and nice but you can see my bra through it, love it",
IC,So cute,https://www.amazon.com/gp/customer-reviews/RPHFGSPHK6R46/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"4.0 "," the United States "," August 10, 2024",Size: MediumColor: Black White,Verified Purchase,Great fit! Can wear tucked or rushed for crop. Thick material for coverage. Love this piece. Just as pictured!,
Leslie C webb,SUPER CUTE SUPER COMFY,https://www.amazon.com/gp/customer-reviews/R1LQY6PD4LPF6D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," August 2, 2024",Size: SmallColor: Blue White,Verified Purchase,"I'm really impressed with this tube top.  It's very comfortable, it stays up, and it is very flattering.  I want it in every color!",2
Leah Fiorella,Very cute!,https://www.amazon.com/gp/customer-reviews/R1IH0YG01BSDAH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D32W9KVL,"5.0 "," the United States "," August 1, 2024",Size: MediumColor: Blue White,Verified Purchase,"This is a very cute tube top, & it looks great with white, linen pants.",
