评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Darin Hulse,Bought 2,https://www.amazon.com/gp/customer-reviews/R2EYZWRUDZD95X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," February 4, 2025",Color: Solid ApricotSize: Large,Verified Purchase,"Love this shirt, the length,material, colors, v-neck fit and sleeves. Be aware that the lighter color choices are very light and not what is shown.",
Haleigh,True to size & great quality,https://www.amazon.com/gp/customer-reviews/R3J21J4B63FER4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," February 1, 2025",Color: Solid WhiteSize: Medium,Verified Purchase,"I bought this for family Christmas photos and it worked out perfectly. You can dress this up super fancy or even casual, like how I did. It’s not super super see through, but I still recommend wearing a white cami underneath if you’re worried about photos with flash.",
cathy,So cute,https://www.amazon.com/gp/customer-reviews/R2QWRAIYAZA9HS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 30, 2025",Color: Solid ApricotSize: Medium,Verified Purchase,"Great quality, soft fabric. Nice oversized top. Size small",
Susan mercadante,Great product,https://www.amazon.com/gp/customer-reviews/R2MFW5O9WAEV3V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 30, 2025",Color: Solid Taro PurpleSize: Large,Verified Purchase,Love this shirt.  The material is great so I ordered a second one in another color,
Micah,Great quality for such a great price,https://www.amazon.com/gp/customer-reviews/R2UAZG0PV0OFK4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 30, 2025",Color: Solid ApricotSize: X-Large,Verified Purchase,"The qualify is just amazing, so soft and comfy yet thick and sturdy. I would say I’m a L and ordered a 2x in hopes of a very oversized fit and it was perfect, not too boxy and very roomy. The arms are nice and loose so you don’t feel restricted and it tucks super well! I was complimented by every person my office, and will be repurchasing in several colors!",
Telor Jones,Cute,https://www.amazon.com/gp/customer-reviews/R1W7FZM7WZI3TD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"3.0 "," the United States "," January 28, 2025",Color: Solid Dark Army GreenSize: Large,Verified Purchase,Doesn’t have much shape and sleeves are kinda long but still thick warm and cute,
Micki,Cute but……,https://www.amazon.com/gp/customer-reviews/RVK9BKCB166HF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 25, 2025",Color: Solid Dark Grey BlueSize: Large,Verified Purchase,"I love these shirts, but for some reason they all run different. I’m a large in most of them, but I’ve had to exchange a few of them because they were Way too large on me.  The one in a green color , I would not recommend, it’s an awful color green (to me anyway) I exchange it for another color. But, I really do love these shirts a lot, but the sizes all run different.",
Amazon Customer,Worst feeling ever,https://www.amazon.com/gp/customer-reviews/R1FJ8BN67NO384/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"1.0 "," the United States "," January 23, 2025",Color: Solid ApricotSize: Small,Verified Purchase,This shirt was nothing like it said it was. It was itchy and the sleeves were so short,
Brandy Pryor,Super cute!,https://www.amazon.com/gp/customer-reviews/R2FFXOJXW8FFKU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 19, 2025",Color: Solid BlackSize: Medium,Verified Purchase,"Nice fabric, good weights and style. Fit is true! Can be dressed up or down with ease. Washed well and plan to buy other colors",
Amazon Customer,Excellent quality,https://www.amazon.com/gp/customer-reviews/R32B1JGN2QS4AB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 19, 2025",Color: Solid BlackSize: X-Large,Verified Purchase,"I never write reviews but had to come here to say the quality of this shirt is really great. The fabric is thick enough to not feel cheap, but super soft and comfy. The length and fit are also great. I highly recommend this shirt.",
Joey,Comfy and cute - great for pumping /feeding baby,https://www.amazon.com/gp/customer-reviews/R37HP0HBC8SNGZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 13, 2025",Color: Solid Bean GreenSize: Small,Verified Purchase,"I wanted a cute and comfy, loose shirt for breastfeeding and pumping on the go and this one is really great!  I hate how pumping clothes look like “pumping” clothes- this one is so perfect! Will be ordering more colors",
Chloe shaw,Cute!!,https://www.amazon.com/gp/customer-reviews/R38NMJT4MEQLKN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"4.0 "," the United States "," January 11, 2025",Color: Solid ApricotSize: Medium,Verified Purchase,Feels nice is very comfy and cute!,
Don't buy! Stain looks great for about an hour. Lipstick easier to apply and stays on longer.,Super cute!,https://www.amazon.com/gp/customer-reviews/R326B77YU2U56P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 10, 2025",Color: Solid Wine RedSize: Large,Verified Purchase,Adorable shirt! Cozy soft fabric and terrific quality!!!,
Amazon Customer,Honestly,https://www.amazon.com/gp/customer-reviews/R2KP7TW0BLR0ZL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"2.0 "," the United States "," January 8, 2025",Color: Solid Dark GreenSize: Small,Verified Purchase,"This is a cute top. However, it looks like it was sewn inside out. My husband told me not to wear it in public. It’s very uncomfortable and I love the color but it’s weird.",
Elaine Deveraux,Amazing!!!,https://www.amazon.com/gp/customer-reviews/R1X25HE9D3576N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 7, 2025",Color: Solid Dusty PinkSize: Large,Verified Purchase,I am fighting the urge to have one in every color!!! Love it. Comfortable. Size perfect for me. Warm but also light so I don’t overheat. lol.,3
Jenifer W.,Wicked cute top,https://www.amazon.com/gp/customer-reviews/RATNFRFREGQZE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 6, 2025",Color: Solid Army GreenSize: Large,Verified Purchase,Been wearing this with leggings. Very cute and comfortable. Pretty heavyweight,
Amazon Customer,So comfy!,https://www.amazon.com/gp/customer-reviews/R34H7FSAUV9GK5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 6, 2025",Color: Solid Dark GreenSize: Medium,Verified Purchase,This shirt is sooo comfortable! The material is great quality. It’s thicker like a sweatshirt. I love it and will likely buy more colors!,
Beth Barry,True to size,https://www.amazon.com/gp/customer-reviews/R26N18KOAHNRO0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 6, 2025",Color: Solid Dusty PinkSize: Small,Verified Purchase,"Love Soft ,comfortable ,very good quality",
selena,Do Not Size Up,https://www.amazon.com/gp/customer-reviews/R1I67GJ7TK3ER9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"3.0 "," the United States "," January 2, 2025",Color: Solid Wine RedSize: X-Large,Verified Purchase,"I ordered an XL because I wanted it to be a little baggy. I normally wear a size 14/16 but when I tried it on it’s WAY too big. The sleeves are also super puffy and long, not what they looked like in the picture. I couldn’t even cuff them to shorten them because the stitching is really thick. The quality of the sweater is good, it’s not too thin, not see through at all. It’s not flattering on my body because, again, it’s way too big. The color is pretty (I ordered the burgundy/wine color).",
Bernadette,ADORABLE,https://www.amazon.com/gp/customer-reviews/R2V4IRM8743KO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"5.0 "," the United States "," January 2, 2025",Color: Solid WhiteSize: Medium,Verified Purchase,GOT THE WHITE COLOR AND ABSOLUTELYOVE IT. YOU CAN WEAR THIS WITH LEGGINGS AND JEANS ETC. I MAY ORDER ANOTHER COLOR!!!!,
BoyMom,Size down!,https://www.amazon.com/gp/customer-reviews/R7WJKQCBTNOL3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097DCK4QS,"3.0 "," the United States "," January 1, 2025",Color: Solid Dark Army GreenSize: X-Large,Verified Purchase,"I wanted to like this :(  It's a cute concept, I like the raw(ish) edges, I loved the dark green color, but it runs soooo big.  I usually wear an XL in shirts and I probably could have got away with a medium.  I know they sleeves are suppose to be baggy by design, but something about them just looks sloppy - and for that reason I won't re-order a smaller size.",
