评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
ALH,Nice and Comfy!,https://www.amazon.com/gp/customer-reviews/RSO27VV36UGFR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 18, 2025",Size: LargeColor: Khaki,Verified Purchase,"This is a nice, simple, lightweight tee. I immediately purchased another in a different color.",
jbp,GOOD BUY,https://www.amazon.com/gp/customer-reviews/R23XEH6F1B43YN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 18, 2025",Size: XX-LargeColor: Black,Verified Purchase,MATERIAL NICE AND SIZING TOO,
Deborah Smith,Soft and perfect sizing,https://www.amazon.com/gp/customer-reviews/R3II2U7NV842NF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 18, 2025",Size: X-LargeColor: Black,Verified Purchase,This long sleeve top is really soft and comfy even able to wear it under my uniform shirt . I will be ordering more in the near future!!,
Trish Beck,Great feeling,https://www.amazon.com/gp/customer-reviews/R2K66F930149ZZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 15, 2025",Size: X-LargeColor: Wine Red,Verified Purchase,The material is a little lightweight but they feel really good.  Already washed a few times and still look brand new,
amys902,Fabric pills fast,https://www.amazon.com/gp/customer-reviews/R2KHDVQ4FPDJ84/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"4.0 "," the United States "," January 14, 2025",Size: MediumColor: Cream,,"Love everything about the shirt, but the fabric. It's not too thick or thin, but the fabric pilled after 3 washes on delicate.",
Dal,Love this shirt,https://www.amazon.com/gp/customer-reviews/R10MRCJW6T8FS3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 14, 2025",Size: SmallColor: Wine Red,Verified Purchase,"It's great for everyday use.  Cute, comfy and long.  Nice stretch to it, but it doesn't stretch out and look bad, length is great.  No wrinkles and the fabric is nice.  Would absolutely recommend.",
Krista trotter,Perfect long sleeve,https://www.amazon.com/gp/customer-reviews/R49N9U3PXQ3NH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 13, 2025",Size: LargeColor: Cream,Verified Purchase,"This long sleeve is perfect! Super soft material, true to size and didnt shrink when I washed it! The material is on the thin side but perfect if you want to layer it. Highly recommend 👌🏼",
Amazon Customer,Perfect,https://www.amazon.com/gp/customer-reviews/R33W3FVZF5EW6X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 12, 2025",Size: XX-LargeColor: Dark Green,Verified Purchase,"Bought this shirt in several colors. They are made well with nice soft fabric and ample length. I have to roll sleeves up a bit, but that's ok. Have washed and dried this, and it comes out of dryer with no wrinkles and ready to hang up.",
Natasha Gillespie,Super soft,https://www.amazon.com/gp/customer-reviews/R1N3HUYFFC5NMZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 12, 2025",Size: LargeColor: Black,Verified Purchase,"Cute, true to size and super soft! For the price you can't go wrong!",
suzyq,Perfect fit and well made,https://www.amazon.com/gp/customer-reviews/RAAGIJC7W71WS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CYPS5XVY,"5.0 "," the United States "," January 12, 2025",Size: X-LargeColor: Khaki,Verified Purchase,I have dropped some weight so it's iffy to buy online.  I purchased 3 different colors with high hopes and they are very flattering.  Perfect fit.  They wash well without shrinkage.  Comfortably warm.,
