评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Mimers,Not true to size,https://www.amazon.com/gp/customer-reviews/R2F7KW26U7L2X0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"2.0 "," the United States "," November 23, 2024",,Verified Purchase,I normally wear XL but I figured this style would run small and so I got 2XL but still didn’t fit. The arms are cut for size medium and the jacket too. Very upsetting because it really is such a cute look.,
HL,Got a compliment at the store,https://www.amazon.com/gp/customer-reviews/RLPI90SQCUUR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"5.0 "," the United States "," October 22, 2024",Color: BlackSize: X-Large,Verified Purchase,"Really nice jacket, makes me feel fancy and goes good with my dresses. Buttons are a bit off though on the sleeves. Perfectly fine for wearing out on the everyday.",
Maria Dobbertien,Thin fabric...too flimsey,https://www.amazon.com/gp/customer-reviews/RDL1HD261MU16/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"3.0 "," the United States "," October 18, 2024",Color: BlueSize: Small,Verified Purchase,All of the color of this jacket was beautiful the fabric overall is very thin flimsy and you can tell the overall product is not well made. From a distance looks cute but up close definitely not worth the money,
Just Tess,So cute,https://www.amazon.com/gp/customer-reviews/R1R7RNAV47L32X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"5.0 "," the United States "," April 22, 2024",,Verified Purchase,"Love everything about this… nice fabric, comfortable, classy and funky.",
ShellY P,Cheap,https://www.amazon.com/gp/customer-reviews/R3UKS1OX2A9QKP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"1.0 "," the United States "," April 20, 2024",,Verified Purchase,Cheaply made. Lost a button and haven even made it out the house yet,
Yolanda W.,Beautiful Dress!,https://www.amazon.com/gp/customer-reviews/R17XXA0GTN0RS3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"5.0 "," the United States "," April 4, 2024",Color: BlackSize: X-Large,Verified Purchase,Dress is beautiful but my DDs got in the way of me rocking it. Couldn’t even get it over them. 🤨 Returned.,
Pleased buyer,Too much trouble,https://www.amazon.com/gp/customer-reviews/R3L5G3IWXIFB0B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"3.0 "," the United States "," March 3, 2024",,Verified Purchase,Very silky material. Or like a dress and a jacket. I wish I would have to iron it every time I wanted to wear it. Not worth the trouble. Sent it back.,
Haley,Uh... Yea... Not Great,https://www.amazon.com/gp/customer-reviews/R38Q3CPUNW156X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"3.0 "," the United States "," February 12, 2024",,Verified Purchase,"Thin, very very think, but not breathable. It's made of polyester and smelt like burnt plastic when I opened the package. After wear a couple time, buttons were close to falling off, definitely not worth the money. Don't waste that kinda money here. It's better to go to Etsy or eBay for something like this. If you want to cosplay this could work temporarily. The strap across the waist is laid so painfully uneven and it's hard to wash and dry it without the worry of it literally melting. I unfortunately missed the return window as I was moving when I received this and didn't unbox it until I was settled. I heavily regret that.",
Miss P,An eye catcher,https://www.amazon.com/gp/customer-reviews/R3DXNDRTQMOIPI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"5.0 "," the United States "," January 17, 2024",Color: BlackSize: X-Large,Verified Purchase,"I love this jacket. I wore it 2 days after it arrived and I got compliment after compliment, after compliment. It was well worth my money!",
Amy Flemming,Arrived not sewn correctly,https://www.amazon.com/gp/customer-reviews/RXFBQHY22MNMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07GJK6PT2,"1.0 "," the United States "," October 21, 2023",Color: Black#2Size: Medium,Verified Purchase,"Arrived with fold marks and no care instructions. According to the listing you can't really wash it and you absolutely cannot put it in a washing machine. So we need to figure out how to get the wrinkles and fold marks out of it. BUT the MOST annoying part is that there are NO BUTTONS holding the tabs down. There are buttons on one side and button holes on that side, so essentially if you unbutton it, the entire tab comes off. From the pictures it shows that there are supposed to be buttons on both sides. So now we have to either sew down the parts that are unsewn OR relace ALL of the buttons. My daughter is in tears as she was supposed to wear this to a Halloween party tomorrow. There is no time to return this and get another one. So very disappointed.",4
