评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
C&J SNELL,Nice Fabric but,https://www.amazon.com/gp/customer-reviews/R241I4Y7NSJOWN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"4.0 "," the United States "," December 13, 2024",Size: SmallColor: Blue,Verified Purchase,"The graphic feels lower quality, like if it gets mixed in with the wrong load in the laundry the graphic might peel off the fabric quality. It is a really cute shirt and I like to wear it, I just hope that it can survive more than a few washes.",
MMW,Not true to size,https://www.amazon.com/gp/customer-reviews/R1I8A71SL5L7C1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"2.0 "," the United States "," December 7, 2024",Size: XX-LargeColor: Pink,Verified Purchase,"The shirt looked ok when it arrived, but it was much smaller than the size I normally order. So beware.",
Amazon Customer,Color & Sizing are off,https://www.amazon.com/gp/customer-reviews/R2WSU0ROI6LJ6O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"3.0 "," the United States "," December 5, 2024",Size: X-LargeColor: Light Pink,Verified Purchase,"I’ve bought this shirt before and have the maroonish  color in a L and I love it. However, but after washing so many times, it’s just a bit tight. Decided to buy the light pink one in XL so it’d fit right after washing. Nope. (1) This is absolutely a peach, not any shade of pink. (2) This is the fit pre-wash which means after washing it’s gonna fit tighter than I want. Frustrating.",
GISDiva,Old Skool,https://www.amazon.com/gp/customer-reviews/R210ZKUP1D5OI8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," November 4, 2024",Size: XX-LargeColor: Blue,Verified Purchase,Kewl shirt for the real old school playlist,
Ericka,Soft wear,https://www.amazon.com/gp/customer-reviews/R1X326SIQA6GVU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," October 15, 2024",Size: X-LargeColor: Gray,Verified Purchase,Comfy T-shirt live wearing it and how it feels on my skin,
nicole,Great material,https://www.amazon.com/gp/customer-reviews/R1HSKXE74G4670/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," September 21, 2024",Size: MediumColor: Blue,Verified Purchase,Soft material and looks super cute on!!,
Jennifer,LOVE!!,https://www.amazon.com/gp/customer-reviews/R3208NXMOT87WM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," September 19, 2024",Size: MediumColor: Blue,Verified Purchase,Great quality (soft to touch). I get compliments EVERY time I wear it!,
Lynn A. Jamieson,My New Favorite T-Shirt,https://www.amazon.com/gp/customer-reviews/R12BGBOYMI9CVT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," August 29, 2024",Size: X-LargeColor: Purple,Verified Purchase,Excellent quality and extremely soft. I usually wear a size large but the XL fit perfectly.,
Hattie,Love it!,https://www.amazon.com/gp/customer-reviews/R1W1K4NLNGHKT5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," August 29, 2024",Size: XX-LargeColor: Blue,Verified Purchase,This shirt fits relaxed yet comfortably. It washes and dries well with minimal shrinkage.,
Verdugo,Great qualoty,https://www.amazon.com/gp/customer-reviews/R2KWNSA0AQ4M1S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," August 26, 2024",Size: LargeColor: Gray,Verified Purchase,"Great quality, true to size, soft, vivid graphics, lightweight, stretchy, and very comfortable",
MADJU,Would repurchase,https://www.amazon.com/gp/customer-reviews/R1SB8A9VSZEEXN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," August 20, 2024",Size: MediumColor: Purple,Verified Purchase,"Good material, good price, fast delivery. Item and color has shown in ad. Comfortable and accurate sizing shirt",
jamie wilson,Runs Small,https://www.amazon.com/gp/customer-reviews/RXA3KQCTZFBNP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"3.0 "," the United States "," August 15, 2024",Size: XX-LargeColor: Purple,Verified Purchase,"I'm disappointed because I really liked this graphic but I ordered 2 sizes up and still wasn't happy with the fit. It's a shame, the color of the t shirt was good and the print was a good quality.",
Savvy Shopper,Old school Love,https://www.amazon.com/gp/customer-reviews/R17FC56CMTTRLZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," August 3, 2024",Size: LargeColor: Purple,Verified Purchase,This shirt makes me smile!  It reminds me of when times were less complicated!  The fit is great and the material is soft and comfortable! I don’t like stiff and thick tshirts and this is just right!,
Maera Williams,Perfect,https://www.amazon.com/gp/customer-reviews/R27O0UDACEWZ75/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0C9JB2QM9,"5.0 "," the United States "," July 24, 2024",Size: X-LargeColor: Light Pink,Verified Purchase,"True to size, excellent fabric not cheap.",
