评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Ann R.,My Grandson Approves,https://www.amazon.com/gp/customer-reviews/R1B5WSF235BC1H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"5.0 "," the United States "," January 25, 2025",,Verified Purchase,The material and workmanship is very good.  Loves his new shirts.,
FGayans,Good Quality Overall,https://www.amazon.com/gp/customer-reviews/RA4GP8O4E0ITD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"5.0 "," the United States "," January 23, 2025",Size: MediumColor: Vermont - Hunter Green,Verified Purchase,Material is good and quality print,
Jenna Perkins,Good quality and arrived on time,https://www.amazon.com/gp/customer-reviews/RCWITZ73B13HP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"4.0 "," the United States "," January 21, 2025",Size: SmallColor: Princeton Tigers - Black - 2,Verified Purchase,"Ordered a medium and received a small. Otherwise, great purchase.",
Q-VT,Solid,https://www.amazon.com/gp/customer-reviews/R16AN33SJOBPE2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"5.0 "," the United States "," January 19, 2025",Size: X-LargeColor: Fordham Rams - Charcoal Grey,Verified Purchase,Excellent shirt.,
Sophia,Awkwardly designed,https://www.amazon.com/gp/customer-reviews/RONW4PNNEIXBD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"2.0 "," the United States "," January 15, 2025",Size: SmallColor: Cornell University - Charcoal Heather,Verified Purchase,"The collar is too narrow, the t-shirt is too long, and the logo looks fake (for Cornell, in any case). The material is also scratchy (not soft, like you would find at the campus store :).",
J Lowe,Shirt size,https://www.amazon.com/gp/customer-reviews/R1XT9VXZFFSYDR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"3.0 "," the United States "," January 13, 2025",Size: SmallColor: Fordham Rams - Charcoal Grey,Verified Purchase,"I liked the looks of this tshirt however I do feel that it runs small.  My daughter is normally an extra small, small and it was too tight on her. Now the sale is over to take advantage of of the deal. She is going to cut it to make a crop shirt now.  I recommend sizing up one size.",
Sofia,Love this shirt!,https://www.amazon.com/gp/customer-reviews/R1J44LFQ17Z09H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"5.0 "," the United States "," January 6, 2025",Size: SmallColor: Houston - Red,Verified Purchase,Fits true to size and is very good quality. Color doesn’t wash out 10/10,
Mike kopycinski,Fits great,https://www.amazon.com/gp/customer-reviews/R18NFNGVA2R7DW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"5.0 "," the United States "," January 4, 2025",Size: LargeColor: Arizona St - Charcoal Heather,Verified Purchase,Soft,
Joe masorata,Decent quality tshirt,https://www.amazon.com/gp/customer-reviews/R1VWXXX1MW6N66/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"4.0 "," the United States "," December 31, 2024",Size: MediumColor: Nyu - Charcoal Heather,Verified Purchase,Acceptable shirt quality,
Tony Augmon,Average,https://www.amazon.com/gp/customer-reviews/R2IZTHZCTLVE58/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"3.0 "," the United States "," December 23, 2024",Size: X-LargeColor: Harvard University - Crimson.,Verified Purchase,Looks ok,
Brandi Carter,Okay,https://www.amazon.com/gp/customer-reviews/R1B9Y3Z543K4KK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CDXCD47L,"1.0 "," the United States "," December 18, 2024",Size: LargeColor: Fresno St - Charcoal Heather,Verified Purchase,Material not expected,
