评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
ebeth ann,Material and Fit Felt Off,https://www.amazon.com/gp/customer-reviews/R2U4KJPRFMJPO8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"2.0 "," the United States "," January 26, 2025",Color: A - Brown StripeSize: Medium,,"I love a good, cozy sweatshirt, but this one was not it. I was expecting the material to be a little bit softer, but it feels very synthetic. The fit was a little off too, as it was quite boxy. Lastly, I thought the pattern was black, brown, and ivory stripes, but it's actually two shades of brown and ivory. Luckily, the return was an easy process.",
Laura Stauffer,Compliments every time I wear it,https://www.amazon.com/gp/customer-reviews/R8L3Y5RFTQELD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"5.0 "," the United States "," January 25, 2025",Color: A - Pink Purple StripeSize: Large,,"Comfortable, not too light and not too heavy, soft and the pleated back is such a quality touch.",
Calle,Runs small,https://www.amazon.com/gp/customer-reviews/R2YA4YIC3XSHDD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"3.0 "," the United States "," January 23, 2025",Color: B - Coffee GreySize: XX-Large,,Runs small. Very soft material though!,
Lainet,Not really a sweatshirt…,https://www.amazon.com/gp/customer-reviews/R1LRA5B3I6C1Z2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"4.0 "," the United States "," January 23, 2025",,Verified Purchase,"This has become one of my favorite tops, so will probably get another.  Please know it runs big.  I normally wear a large but that size was huge so exchanged for a medium.  It is a sweatshirt style, but the material is not what a true sweatshirt is made from.  The fabric is dressier, a bit thin for a sweatshirt (but the white is not transparent) and the pleat in the back adds nice style.  It has a bit of a tendency to ride up, but that seems to have improved since it was laundered.  I’ve given 4 stars due to the misleading description, since I was expecting a traditional sweatshirt.  But I’ve kept the shirt because it really is a nice top, and a step up from a sweatshirt.",
Kathy Piazza,Cute,https://www.amazon.com/gp/customer-reviews/R2BC5ZBQB7BEHL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"4.0 "," the United States "," January 17, 2025",Color: A - Pink Purple StripeSize: Large,Verified Purchase,"It’s cute. Not quite long enough for me to wear with leggings, but ok with other pants.",
A. Leite,Cuute,https://www.amazon.com/gp/customer-reviews/R3TSI3I2PGCJTB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"5.0 "," the United States "," January 14, 2025",Color: A - Green Black StripeSize: Medium,Verified Purchase,Super cute love it. Runs a little oversized but it’s not too much. Will buy in other colors/patterns.,
Pamela schmoock,Comfy,https://www.amazon.com/gp/customer-reviews/R1G8UJMJNBN2TI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"5.0 "," the United States "," January 12, 2025",Color: A - Green Black StripeSize: Medium,Verified Purchase,Not very warm but perfect for cool summer or fall nights by a campfire. Wash up perfect and can’t beat the price.,
Fangirl20,Excellent quality for price,https://www.amazon.com/gp/customer-reviews/RSRTJQI99X1KE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"5.0 "," the United States "," January 9, 2025",,Verified Purchase,"This is such a good sweatshirt for the price. It’s a soft and stretchy, athletic type fabric like the high-priced name brands! I’ve bought in several colors. Fits TTS. Will be buying in more colors!!",
Kat,Buttery Soft,https://www.amazon.com/gp/customer-reviews/R2LOFQKGADZGR0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"5.0 "," the United States "," January 9, 2025",Color: D - Rose PinkSize: Medium,Verified Purchase,One of the softest sweat shirts in my closet. Bought this in two colors. Fits true to size. Absolutely LOVE!,
Terri Lynn,Still full of wrinkles,https://www.amazon.com/gp/customer-reviews/RVH2UM955R2UK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D3F32HH1,"1.0 "," the United States "," January 9, 2025",,,I like the fit of this top and of course the color..but I've steamed and even a light iron to get the wrinkles out!,
