评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
jade reid,Great,https://www.amazon.com/gp/customer-reviews/R7PM7V96EJ4CZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," January 24, 2025",Size: MediumColor: Blue,Verified Purchase,It was great,
David,Awesome,https://www.amazon.com/gp/customer-reviews/R2RRKVG69FWPLV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," January 14, 2025",Size: SmallColor: Darkgrey,Verified Purchase,I never thought I would fall in love with this jacket.,
It’s really nice and as seen in the picture I ordered the green one and got this but it’s really good material,It’s the perfect fit,https://www.amazon.com/gp/customer-reviews/R1M91WQ4O9EEOP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," January 13, 2025",Size: LargeColor: Grey,Verified Purchase,My husband love everything about it and he actually use it for his concert,
Ty Ty,Great Gift for my Man,https://www.amazon.com/gp/customer-reviews/R3TQ549ZUJ0B9Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," January 13, 2025",Size: LargeColor: Khaki,Verified Purchase,Love the jacket. Very lightweight for spring or summer night. Material feels like good quality. Runs small. May need to size up,
FashionistaMom7,🎄 Christmas 2024,https://www.amazon.com/gp/customer-reviews/R157LWFLR742N1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"4.0 "," the United States "," January 1, 2025",Size: LargeColor: Darkgrey,Verified Purchase,Purchased as gift for teenage boy. Decent quality but a bit overpriced. Overall I’d recommend!,
manolo,Nitido,https://www.amazon.com/gp/customer-reviews/R3CVHDKD14PJB1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," December 9, 2024",Size: SmallColor: Blue,Verified Purchase,Calida,
D. Brooks,great jacket,https://www.amazon.com/gp/customer-reviews/R98Q309TBIQ1N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," November 3, 2024",Size: X-LargeColor: Grey,Verified Purchase,Not heavy weight.  But a great jacket to get you through the fall and early winter. Gift for my son and he loved it.,
Dave Shepard,craft,https://www.amazon.com/gp/customer-reviews/R2O2VP0J5DSJLJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 11, 2024",Size: X-LargeColor: Green,Verified Purchase,Nicee Fit,
Michaela Moodie,Soft,https://www.amazon.com/gp/customer-reviews/R2L9Y4RTT4PHRH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," June 5, 2024",Size: SmallColor: Blue,Verified Purchase,"Very thick, heavy with great quality. It’s extremely warm and worth every penny for comfort.",
Amazon Customer,Great quality,https://www.amazon.com/gp/customer-reviews/RS0VK9EYH0M5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," June 1, 2024",Size: SmallColor: Grey,Verified Purchase,Fits true to size. The material isn’t cheap.,
S P I C E Y Y,Better in person,https://www.amazon.com/gp/customer-reviews/R1DZKCF592V8AF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," May 16, 2024",Size: LargeColor: Darkgrey,Verified Purchase,"I live this jacket, it’s just as pictured and looks even better in person",
Julian,Semper Fi..,https://www.amazon.com/gp/customer-reviews/RJ7VCVLREXPNY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," March 15, 2024",,Verified Purchase,"I don't know if anyone noticed, but this is a commemorative US Marine corps jacket. That's one of the reasons I purchased it, and also why I purchased it in the grey and olive drab color palette. I'm overjoyed with this purchase. My eldest daughter is a US Marine, and my training as a security contractor was with Force Recon - 4th company. This jacket is beautiful, and very well made.",3
Inger,Great fit,https://www.amazon.com/gp/customer-reviews/R1CDB49RFLYOV8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," January 11, 2024",Size: LargeColor: Blue,Verified Purchase,,2
Georgie,Buen producto.,https://www.amazon.com/gp/customer-reviews/R2YJSVNW7GLJ7V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," December 29, 2023",Size: MediumColor: Khaki,Verified Purchase,Llegó a tiempo total cual la descripción.,
Joseph Brando,Love this jacket!,https://www.amazon.com/gp/customer-reviews/R17W8FF2DFSGJG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 28, 2023",Size: LargeColor: Blue,,"This is a classic style varsity jacket that looks really cool, and retro. And it's also super comfortable and soft. It's very well made, the stitching and zipper is all good quality. It fit's true to size, very slightly on the larger size, which is what you'd want for a jacket like this. The style color and design is really great. I love it!",2
SiTruHaitian,I love everything,https://www.amazon.com/gp/customer-reviews/R190A9VCKS0ZUU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 12, 2023",Size: LargeColor: Khaki,,"I am a big fan of this jacket, it is a big benefit to ease out winter's frigid weather and make the clothing I have been wearing on repeat feel fresh and wearable for warmer days ahead. It is very lightweight, and I absolutely love the color pattern. I highly recommend it.",3
JC_Moreno,Way better than I thought!!,https://www.amazon.com/gp/customer-reviews/R81QA8LBNBI3L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 11, 2023",Size: MediumColor: Darkgrey,,"Got it just to see how it felt and was planning to give it as a gift if I didn't like it. What a nice surprise was for me to see how good this jacket looks and feels. Got a lot of compliments about it too (which I normally don't receive on what I wear... lol.)  I got the dark grey one, might bite the bullet and get the dark blue one too.",2
Josue,Timeless Style and Comfort,https://www.amazon.com/gp/customer-reviews/R340NOBEPHXFMG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 8, 2023",Size: X-LargeColor: Blue,,"The Dipucool Men's Corduroy Vintage Varsity Jacket is a fashion gem that seamlessly blends elegance and retro charm. The moment I put it on, I was captivated by its remarkable design that harks back to the classic letterman baseball jackets of the past. The vintage graphic print and lettering add an authentic touch, making it an iconic addition to my wardrobe. What truly impressed me about this jacket is its perfect fit. It drapes beautifully, offering a tailored look that's neither too loose nor too snug. The corduroy material is not only comfortable but also lightweight, making it suitable for various occasions and seasons. Additionally, the easy wash and care requirements are a practical bonus, ensuring that I can enjoy the timeless style of this jacket without the hassle of high-maintenance cleaning.",2
Desniege Joseph,Very cool jacket,https://www.amazon.com/gp/customer-reviews/R1OJ0TKBY68CC1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"4.0 "," the United States "," October 4, 2023",,Verified Purchase,Very true to size. Great weight. Looks good.,
Phinix9,"Thick, cozy and comfortable jacket",https://www.amazon.com/gp/customer-reviews/RS86TE81EU2T0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CFVBQYV5,"5.0 "," the United States "," October 3, 2023",Size: LargeColor: Khaki,,"This sport jacket is one of the kind that you must feel it physically to appreciate how well it's made. The thickness of it yet it's lightweight, cozy and of course, it's very comfortable. Snow days would be appropriate for this jacket to give you the full warmness it has to offer. Recommended.",2
