评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Tammie Peace,"Lightweight but Warm , Soft",https://www.amazon.com/gp/customer-reviews/RFW6FLPYQIKBL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," November 12, 2024",Color: NavySize: XX-Large,Verified Purchase,"The lightweight of the fabric itself is really marvelous to me ,, but still has a good amount of warmth . I have never liked how bulky Winter clothes make me feel . I guess you could say it’s almost like a sensory issue . But the material is tightly woven , warm , light on your body . Great roomy seat . Vibrant almost glossy navy color . BIG pockets , quality elastic encased waist band . OK … long story short if your even thinking about ordering this ; DO IT !!!! (5’5” / 215 - 220 / Bought Size XXL / Size Was Spot On)",31
Christina R. Karen,Softest Lounge Set!!,https://www.amazon.com/gp/customer-reviews/R2PBD60IZRKD71/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," April 7, 2021",,Verified Purchase,"Super soft and the most comfortable lounge set I’ve ever purchased, and I’ve purchased a lot!!! Long enough for my long legs, I’m 5’11”. I have bought this one in 3 colors!! Have received many compliments!",164
Natalie M.,Fit is very different than pictured.,https://www.amazon.com/gp/customer-reviews/RZWUVC1QCNO97/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"2.0 "," the United States "," May 30, 2021",,Verified Purchase,"I bought this same outfit in black and wore it to death! I loved it. I thought I was buying the same thing in blue and the fit is completely different. It's super comfy and I'll keep it for pajamas, but not to wear out.",46
Diane,Comfy and Stylish!,https://www.amazon.com/gp/customer-reviews/R2WF53MY9GOW7H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," October 31, 2021",,Verified Purchase,So comfortable!  Love these.  Will be getting some for Christmas presents.,28
Tabitha Henson,Love!!!!❤️,https://www.amazon.com/gp/customer-reviews/R27GDRN4XUUVDU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," December 22, 2024",Color: BlackSize: XX-Large,Verified Purchase,"These are super comfy, nice top and bottom! I bought xxl (just in case) the top form fitting comfy and the bottoms are little big around ankles but still overall happy and would buy again!!! Hard to find a set where top and bottom fit good!",5
Betina Mauriello,Great everyday outfit!,https://www.amazon.com/gp/customer-reviews/R370K2TNQDFH88/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," December 13, 2020",,Verified Purchase,I wish it were a little warmer.,31
AK2AZ3,cute lounge set,https://www.amazon.com/gp/customer-reviews/RSXT80QQOYWN5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"4.0 "," the United States "," January 7, 2025",Color: Dark BlueSize: XX-Large,Verified Purchase,"I’ve been on the hunt for cute lounge sets for my work-from-home days, and this one is comfortable and has great potential for looking good on camera. However, I’m giving it a 4-star rating because, while it’s cozy, it still looks a bit too much like a traditional lounge set. It would be harder to dress up or style for other occasions.  The fabric is a nice weight—definitely not cheap—and it’s super stretchy and comfortable. I appreciate the great length, especially since I’ve had issues with sleeve and inseam lengths in other sets. For reference, I’m 5'9"", 215lbs, and a 38 DDDD/G. My inseam for flats is 33/34 inches and 36 inches with heels. These fit perfectly, and the cuffed design works well.  This set washes nicely with no noticeable shrinkage, and I bought an XXL. Overall, it’s a solid purchase for lounging, but not as versatile for dressing up.",2
Dina,Love,https://www.amazon.com/gp/customer-reviews/R11YDCDJIN63EC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," April 7, 2021",,Verified Purchase,Love this! Best material And so cute,17
Grandma S,Soft and not to heavy,https://www.amazon.com/gp/customer-reviews/R3C5XE558Y1S2H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," December 18, 2024",Color: Striped Dark KhakiSize: XX-Large,Verified Purchase,I normally cannot buy sets as I’m not the same size in pants as I am in tops but this set fit PERFECTLY! It’s not heavy and is soft. Wide elastic waist. The sleeves are just a tad long on me but I push up my sleeves anyway. The quality seems good. It did not shrink in dryer. I just ordered it in 2 more colors!!,2
Vada Haley,Fits Awesome!,https://www.amazon.com/gp/customer-reviews/RPRAGAQLGU131/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," April 27, 2021",,Verified Purchase,Comfortable,10
cheryl,so soft and comfy!,https://www.amazon.com/gp/customer-reviews/R2TWFG8XA2XX7B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," December 5, 2020",,Verified Purchase,I like them because  they are light enough to keep you warm but not overheat.,3
Amazon Customer,Comfort,https://www.amazon.com/gp/customer-reviews/R1Y44YN4LWQEM1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08NTGBDD8,"5.0 "," the United States "," February 11, 2021",,Verified Purchase,Na,
