评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
LC,"Stylish, warm and comfortable!",https://www.amazon.com/gp/customer-reviews/R2VMBEU9V349WJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," January 5, 2025",Color: F19 CharcoalSize: X-Large,Verified Purchase,"Love, love, love this top! Bought to wear at fitness classes in cold studios, but I find myself wearing it out and about almost every day. Love it so much I bought a second color, and I am considering a third since the price has dropped. The top fits true to size, washes well, and is cut in a way that allows movement. The RBX brand has become my ""go to"" for fitness and athleisure wear.",
sammy,Love it,https://www.amazon.com/gp/customer-reviews/R3UHK9ERINU9FK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," January 15, 2025",Color: Blue F21Size: Small,Verified Purchase,"This came quickly and in perfect condition. Tried it on and, again, it was perfect. I love the way it fits and is very flattering as well as cozy. Beautiful color.",
mango,"Awesome top, but definitely don't buy it for the thumb holes.",https://www.amazon.com/gp/customer-reviews/RN3O0I56G5RMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"4.0 "," the United States "," February 6, 2023",,Verified Purchase,"Was looking to up my game for my work at home wardrobe, and these fit the bill really nicely.  They are toasty warm, which is awesome, and the style is cute.  I don't know why they bothered with the thumb holes, though, because the sleeves are just long enough as regular sleeves.  If I try to use the thumb holes, the sleeves are stretched and it just looks silly.  I might just stitch them up altogether so there's no little slit there (although I mostly just forget they're there).  I would love for them to hang down just a couple of inches longer, but they're still really great with leggings.  I ordered them in 3 colors (purple, blue, charcoal) and love them all.  My mom even ordered some after she saw me in mine.  For sizing reference, I ordered a M (which fit me perfectly) and I'm 5'8"", 138/slender build not busty.",7
Najeen54,"Comfortable, great material, nice fit",https://www.amazon.com/gp/customer-reviews/R2AVOEUES7SWNB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," January 16, 2025",Color: Pine Green HeatherSize: Medium,Verified Purchase,Firms great roomier around the midline and weight but more form fitting around neck and shoulders.,
Sandra Seibel,lightweight but warm,https://www.amazon.com/gp/customer-reviews/R1XXZEQUV76VHM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," January 13, 2025",Color: F19 CharcoalSize: Large,Verified Purchase,I bought this to replace my 10 year old RBX French terry hoodie.  I would have liked a hood but could not find one with the cotton content I wanted.  This works very well.  The collar adds a little style.,
Amazon Customer,"Lint, lint & more lint",https://www.amazon.com/gp/customer-reviews/R2CSA3QGA8CHJC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"3.0 "," the United States "," December 21, 2024",Color: GrapeSize: Medium,Verified Purchase,"Attractive top. Very comfy & flattering, but when I washed it there was a crazy amount of lint that came off- lint covered the other clothes washed with it. After 3 wash cycles this top is still “off-linting” What a mess!",
Grandeb NJ,"Comfy, cozy and pockets",https://www.amazon.com/gp/customer-reviews/R1ENKIW1L7UQ68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," September 28, 2024",,Verified Purchase,Feels true to size for me and looks better than standard sweatshirt styles.  I like the diagonal zipper that makes it easier to adjust for temperature/comfort.  Would purchase again.,4
Christie,Beautiful,https://www.amazon.com/gp/customer-reviews/R1302EEV8WPX1G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"5.0 "," the United States "," December 23, 2024",Color: BlackSize: Small,Verified Purchase,"I love this sweater. I got it in black in a size small. It's thicker and warmer than expected. Fits great. Great quality, great value.",
Kathryne N.,Cool fit,https://www.amazon.com/gp/customer-reviews/RQ9QOYVOEFXGC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"4.0 "," the United States "," December 17, 2024",,Verified Purchase,I like how it lays across your chest and waist. Even worked during 2nd trimester of my pregnancy,
Eai,Too big,https://www.amazon.com/gp/customer-reviews/R1HQ5JTT66YCR4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014JQQU9A,"4.0 "," the United States "," July 23, 2024",Color: Blue F21Size: XX-Large,Verified Purchase,Seems like a quality product but too big. Would be very warm. I’m returning but may try a smaller size,
