评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Puterdame,My granddaughter loved it!,https://www.amazon.com/gp/customer-reviews/R38DEXIU1IDB85/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"5.0 "," the United States "," January 17, 2025",Size: 4X-LargeColor: Gray,Verified Purchase,"I bought this for my granddaughter as part of her Christmas gift.  I know that she loves skeletons and thought this would fit the bill.  Well, on Christmas afternoon, when she opened her gift, she was really pleased with it.  The material was silky, the print was true and clear, and the shirt ran true to size.  I'm glad I got it for her, and would recommend it.",
Niko,Sizing very small,https://www.amazon.com/gp/customer-reviews/R29AYWG6PCWVEQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"3.0 "," the United States "," January 4, 2025",Size: X-LargeColor: Gray,Verified Purchase,I normally wear a medium in shirts so I got this in an XL thinking it would be oversized on me. Nope. It fits like a regular medium shirt would. I'd need this in a 3x to look like the model in the photo.,
Honest Feedback,Runs short,https://www.amazon.com/gp/customer-reviews/R1O20DQF9JNYAP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"4.0 "," the United States "," December 30, 2024",Size: XX-LargeColor: Gray,Verified Purchase,Great quality just runs short. Not like the picture. Was buying for the baggy look and did not get that. Soft and comfortable just fits super short.,
Esther P. Ibarra,Y2K shirt,https://www.amazon.com/gp/customer-reviews/R1ILRQ2XVDAKCC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"4.0 "," the United States "," December 28, 2024",Size: 3X-LargeColor: Gray,Verified Purchase,"Again about it for the same friend and was not his color plus it said women’s and men’s shirt and just because it said women’s, he didn’t want it so nothing wrong with the shirt the material or anything about it. It was just what it said in the color.",
Lakisha,Very small,https://www.amazon.com/gp/customer-reviews/R1T3CC9W5M5B9S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," December 17, 2024",Size: X-LargeColor: Gray,Verified Purchase,Shirt way too small ordered xl. Couldn't fit my 10yr old,
Bisconaut,Horrible,https://www.amazon.com/gp/customer-reviews/R1LQH5F12B0RNA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," December 2, 2024",Size: 3X-LargeColor: Gray,Verified Purchase,"I purchased this shirt because it has the Grateful Dead ""Skull and Roses"" artwork on it and I thought, for the price, it looks like a great deal. I learned the hard lesson of you get what you pay for. The sizing is TERRIBLE. I ordered a 3x knowing that these things run small. I'd be SHOCKED if I learned it was a large. I don't know because the sizing isn't listed on the label. The fabric is super cheap and so thin you can literally see thru it. See thru it so good I can read this review on my phone! Not happy AT ALL. The hassle I'm going to have to go thru in order to get my money back isn't going to be worth what I spent on it. My suggestion? DO NOT BUY!",
Luis Alberto Sánchez Martinez,Talla incorrecta.,https://www.amazon.com/gp/customer-reviews/R3N1XL0I2AEYYV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," November 9, 2024",Size: MediumColor: Gray,Verified Purchase,"Buen material y calidad de producto, pero la talla enviada no era la correcta...llego pequeña y al ser enviada a otro pais resulta mas cosotoso en dinero y tiempo intentar un cambio.",
Michelle Licea,Waste of money,https://www.amazon.com/gp/customer-reviews/RUFMZJ09IURY8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," November 9, 2024",Size: LargeColor: Gray,Verified Purchase,I thought the shirt was going to be oversize but it’s not and the Quality of the shirt is bad too 🤦🏻‍♀️,
ChillCollegeKid,Would have given a 0 star if I could,https://www.amazon.com/gp/customer-reviews/RHFWYF437HHMU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," October 22, 2024",Size: X-LargeColor: White,Verified Purchase,Stuff feels like cheap carseat on hot summer day,
Brendon Cerecerez,Came as expected,https://www.amazon.com/gp/customer-reviews/R2AA9BQ93WNMRD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"5.0 "," the United States "," October 7, 2024",Size: LargeColor: White,Verified Purchase,I got this shirt because my thrift store was getting boring so I got on Amazon to get this. It looks good on me😂,
Greg,Good,https://www.amazon.com/gp/customer-reviews/R2ULM3KGWDQO0O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"4.0 "," the United States "," September 17, 2024",Size: XX-LargeColor: Gray,Verified Purchase,No problems,
Candace,Runs small,https://www.amazon.com/gp/customer-reviews/R1BMK93C1CXE77/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"3.0 "," the United States "," August 30, 2024",Size: X-LargeColor: Gray,Verified Purchase,Fits more like a tight Large,
Logan,Sucks,https://www.amazon.com/gp/customer-reviews/RYAE2Z0GJK7B3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"2.0 "," the United States "," July 13, 2024",Size: LargeColor: White,Verified Purchase,"This is very poorly made product. When it came in the design that was printed on looked like it had water spilled on it before the design was dry. Also its small, i would go a size or two up. It is a good sleeping shirt the material is nice. But i would NEVER wear this in public",
PyditeOfficialYT,Waste of money,https://www.amazon.com/gp/customer-reviews/R2YD3D962S1K2Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," June 6, 2024",Size: 5X-LargeColor: Gray,Verified Purchase,"Absolute horrible material, not oversized at all. Got a 5x and it fits like a 2x. Buy at your own risk",
Jade McMillan,Poor quality material,https://www.amazon.com/gp/customer-reviews/R3MXVDNH85U9T2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"3.0 "," the United States "," April 24, 2024",Size: LargeColor: Gray,Verified Purchase,"The print is fine, but it was too thin and overall not a great quality, the fit is as expected, possibly smaller, but the fabric is just not as nice as any other cheap tshirt I have purchased",
Loki,So short,https://www.amazon.com/gp/customer-reviews/RQTIN8NQVPCQ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"4.0 "," the United States "," March 12, 2024",Size: LargeColor: Gray,Verified Purchase,To small but nice,
Sally K Lawler,Large Tshirt,https://www.amazon.com/gp/customer-reviews/R1EY71TB77W718/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"5.0 "," the United States "," January 24, 2024",Size: MediumColor: Gray,Verified Purchase,Was a gift for grandson and he loved it. Oversized but that’s what he wanted.,
Robby Shuff,Size,https://www.amazon.com/gp/customer-reviews/R2Y96JLUD9M2VY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"4.0 "," the United States "," January 7, 2024",Size: LargeColor: Gray,Verified Purchase,"I was expecting this shirt to be longer like in the picture and it's not normal cotton t-shirt material, but a blend of some sort but is soft",
Nova,Super cute,https://www.amazon.com/gp/customer-reviews/R3AALQKT1OUIPE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"5.0 "," the United States "," November 21, 2023",Size: X-LargeColor: Gray,Verified Purchase,"I really like it, the fabric is nice for fellow people with the tism, the print is really nice, it’s light weight so good for layering, again it’s really cute, I like it if fits amazingly and is supper comfortable, and is pretty cheap for such good quality, fits good and supper comfortable",
Noah Ramsey,Quality not great,https://www.amazon.com/gp/customer-reviews/R294XLOV7VOQ2E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B9BHQMB2,"1.0 "," the United States "," November 12, 2023",Size: LargeColor: White,Verified Purchase,It ran a bit small in size and is see through. It looks enough to the picture pattern wise but between it being nearly see through and the low quality of the fabric I wouldn't recommend purchasing this.,
